step,avg_reward,loss,avg_distance,avg_dt,in_bounds_percent
256,-1.5070,428.3649,136.7214,0.0426,83.6
512,0.2202,116.5228,47.8160,0.0260,93.4
768,0.6779,63.2219,22.3432,0.0165,94.9
1024,-1.2155,326.0372,118.1322,0.0398,84.4
1280,-0.5129,99.9984,81.6244,0.0392,87.5
1536,-0.1144,63.8316,59.8476,0.0331,89.1
1792,-0.4838,74.0012,77.4615,0.0381,83.2
2048,-0.0258,33.8660,58.7965,0.0363,90.2
